article_id,title,body,link
594,Readers Weigh In on Article About Campus Suicides,"Julie Scelfo’s story about a driven young Penn freshman who contemplated suicide in response to the pressure rocketed to the top of The Times’s most emailed, viewed and Facebook-shared lists.",https://www.nytimes.com/times-insider/2015/07/30/readers-weigh-in-on-article-about-campus-suicides/
595,SUICIDE ATTEMPTS REPORTED RISING AMONG HAITIANS IN U.S. DETENTION,"Federal officials say they have observed a sharp increase in psychiatric problems, especially depression and suicidal behavior, among Haitians detained at camps in Florida and Puerto Rico.",https://www.nytimes.com/1982/06/22/us/suicide-attempts-reported-rising-among-haitians-in-us-detention.html
596,Suicide on Campus and the Pressure of Perfection,"Kathryn DeWitt conquered high school like a gold-medal decathlete. She ran track, represented her school at a statewide girls’ leadership program and took eight Advanced Placement tests, including one for which she independently prepared, forgoing the class.",https://www.nytimes.com/2015/08/02/education/edlife/stress-social-media-and-suicide-on-campus.html
597,"AFTER A SUICIDE, PARENTS TALK OF FEARS","On Saturday night, Cathy Ann Petruso, a 17-year-old high school senior, had a brief quarrel with her boyfriend at a drive-in movie in Danbury, Conn. She left the car and went to the restroom. A few minutes later, she was found dead, hanged by her own belt.",https://www.nytimes.com/1983/05/20/nyregion/after-a-suicide-parents-talk-of-fears.html
598,One of the world's highest suicide rates: Native Alaskan villages,"BETHEL, Alaska — The older brother hanged himself. The younger one used a gun. They died 38 days apart.",https://www.nytimes.com/2007/05/14/world/americas/14iht-alaska.1.5699923.html
599,"In Unit Stalked by Suicide, Veterans Try to Save One Another","After the sixth suicide in his old battalion, Manny Bojorquez sank onto his bed. With a half-empty bottle of Jim Beam beside him and a pistol in his hand, he began to cry.",https://www.nytimes.com/2015/09/20/us/marine-battalion-veterans-scarred-by-suicides-turn-to-one-another-for-help.html
600,Police Say 2 Connecticut Youths Made Suicide Tape Before Dying,"Two teen-agers found shot to death Wednesday in a park here recorded a tape shortly before they died saying they were depressed and had decided to kill themselves, the police said today.",https://www.nytimes.com/1992/01/25/nyregion/police-say-2-connecticut-youths-made-suicide-tape-before-dying.html
601,Viral Sex Tapes and a Suicide Prompt Outrage in Italy,ROME — The suicide of an Italian woman who fought a long court battle to get videos of her having sex removed from the web has rekindled a national debate on the perils of social media and the internet.,https://www.nytimes.com/2016/09/17/world/europe/italy-tiziana-cantone-sex-tapes-suicide.html
602,3 Ex-Students Get Probation in Bullying Linked to a Suicide,"Criminal charges against students in the bullying of a 15-year-old girl in South Hadley, Mass., who hanged herself last year, were largely resolved Thursday when three former students were placed on probation and a statutory rape charge against another was dropped. ",https://www.nytimes.com/2011/05/06/us/06bully.html
603,"Stressed and Depressed, Koreans Avoid Therapy","SEOUL — It can sometimes feel as if South Korea, overworked, overstressed and ever anxious, is on the verge of a national nervous breakdown, with a rising divorce rate, students who feel suffocated by academic pressures, a suicide rate among the highest in the world and a macho corporate culture that still encourages blackout drinking sessions after work.",https://www.nytimes.com/2011/07/07/world/asia/07iht-psych07.html
604,"11th Police Suicide Leaves A Void, and Questions","Monday, the day Officer Daniel Atkinson killed himself, had seemed like an ordinary day.",https://www.nytimes.com/1994/11/18/nyregion/11th-police-suicide-leaves-a-void-and-questions.html
605,Mother of Teenage Suicide Pilot Sues Maker of Acne Drug She Says He Used,"The mother of a teenager who killed himself by flying a Cessna plane into a Tampa high-rise office building in January has sued the maker of an acne medication, contending that the drug had made her son psychotic and suicidal.",https://www.nytimes.com/2002/04/17/us/mother-of-teenage-suicide-pilot-sues-maker-of-acne-drug-she-says-he-used.html
606,Turning Away From a Path to Suicide,"Everything was on the rise: her blood pressure, her glucose levels, her body weight. The odds of Wana Joseph succumbing to a premature death were multiplying. ",https://www.nytimes.com/2013/12/22/nyregion/turning-away-from-a-path-to-suicide.html
607,Patient Suicide Brings Therapists Lasting Pain,"For one therapist, it came out of the blue, the phone ringing late on a Friday evening, and then two police officers at his door, asking him to identify a battered body.",https://www.nytimes.com/2001/01/16/science/patient-suicide-brings-therapists-lasting-pain.html
608,Teen‐Age Suicide Reported on Rise,"ADOLESCENT suicides and alcohol and drug abuse are increasing in Westchester County, according to state figures recently issued by the County Department of Community Mental Health.",https://www.nytimes.com/1979/08/05/archives/westchester-weekly-teenage-suicide-reported-on-rise-teenage-suicide.html
609,Perspective: India’s Deepika Padukone on Why She Took Her Battle With Depression Public,"It would happen when I least expected it. Suddenly, I would have to find a quiet corner to myself to break down and cry.",https://www.nytimes.com/2019/12/03/opinion/deepika-padukone-depression.html
610,Owens Denies Suicide Attempt and Cites Reaction to Painkillers,"IRVING, Tex., Sept. 27 - Terrell Owens, the flamboyant and often controversial Dallas Cowboys wide receiver, strongly denied Wednesday that he tried to commit suicide and said that his overnight hospital stay was the result of a reaction to prescription painkillers.",https://www.nytimes.com/2006/09/28/sports/football/owens-denies-suicide-attempt-and-cites-reaction-to.html
611,"NEW JERSEY Q & A: KAREN DUNNE-MAXIM;
In the Battle Against Teen-Age Suicide","HE was an outstanding student, an award-winning cellist and a promising young actor who had played in summer stock opposite Olympia Dukakis. But Karen Dunne-Maxim's brother Tim also suffered from a serious, sometimes fatal, illness: depression. And one day in 1972, at the age of 16, Tim ended his life by hurling himself in front of a train. ",https://www.nytimes.com/1991/08/04/nyregion/new-jersey-q-a-karen-dunnemaxim-in-the-battle-against-teenage.html
612,"Paris Chef Commits Suicide After Assault Allegations, Family Says","PARIS — A Japanese chef known for two high-profile restaurants in Paris has taken his own life after being accused of sexual assault, his family announced on Tuesday.",https://www.nytimes.com/2020/09/30/world/europe/chef-Taku-Sekine.html
613,"Special K, a Hallucinogen, Raises Hopes and Concerns as a Treatment for Depression",It is either the most exciting new treatment for depression in years or it is a hallucinogenic club drug that is wrongly being dispensed to desperate patients in a growing number of clinics around the country.,https://www.nytimes.com/2014/12/10/business/special-k-a-hallucinogen-raises-hopes-and-concerns-as-a-treatment-for-depression.html
614,"$45,000 AWARDED IN SUBWAY INJURY; Question of Suicide Ruled Out in Fixing of Onus for Loss of Arm Under Train",,https://www.nytimes.com/1965/02/26/archives/45000-awarded-in-subway-injury-question-of-suicide-ruled-out-in.html
615,Former Olympian Cites Depression for Taking Job as Escort,"Suzy Favor Hamilton was a top American middle-distance runner from the early 1990s to 2000, a three-time Olympian after becoming a nine-time N.C.A.A. champion at Wisconsin. She was so accomplished that the Big Ten Conference named the award given to its female athlete of the year in her honor.",https://www.nytimes.com/2012/12/21/sports/former-olympian-suzy-favor-hamilton-reveals-escort-job-and-emotional-struggles.html
616,"MERCHANTS' GROUP TO MARK 35TH YEAR; Association, a Pioneer in Field, Was Formed During 1897 Economic Depression. CELEBRATION ON TUESDAY Organization Active in Ramapo ""Water Grab"" Fight and in Many Campaigns Since.",,https://www.nytimes.com/1932/06/19/archives/merchants-group-to-mark-35th-year-association-a-pioneer-in-field.html
617,SUICIDES BY YOUNG WORRY TOWNSFOLK,"BETHEL A SHAFT of misty morning sunlight slices through the canopy of centuries-old maple trees along Greenwood Avenue, the main street of this quiet, residential community a few miles south of Danbury. From the doorway of Eileen's Diner, not far from the railroad station, comes the pungent aroma of breakfast eggs on the grill. Nearby, teenage boys chase a football across a grassy field.",https://www.nytimes.com/1982/12/12/nyregion/suicides-by-young-worry-townsfolk.html
618,INCREASE IN YOUNG MEN'S SUICIDES AROUSES CONCERN OF HEALTH AIDES,A new Government study on suicide in America is making researchers wonder how to reach a new group of potential victims: men who are apparently healthy.,https://www.nytimes.com/1985/06/24/us/increase-in-young-men-s-suicides-arouses-concern-of-health-aides.html
619,Suicide Prompts School to Reconsider Prevention Efforts,"ABOUT six years ago, in response to a rash of teen-age suicides nationwide, officials at White Plains High School put together what they considered to be a suicide-prevention program that really worked. Its cornerstone was a plan to get help quickly to troubled students.",https://www.nytimes.com/1991/01/27/nyregion/suicide-prompts-school-to-reconsider-prevention-efforts.html
620,The Nation: Desperadoes; Drawing a Bead on a Baffling Endgame: Suicide by Cop,IT happens dozens of times each year during jittery hostage dramas and routine traffic stops: desperate people lure police officers into shooting them in a phenomenon known in law-enforcement circles as suicide by cop.,https://www.nytimes.com/1998/06/21/weekinreview/the-nation-desperadoes-drawing-a-bead-on-a-baffling-endgame-suicide-by-cop.html
621,"A $750,000 Taxi Medallion, a Driver’s Suicide and a Brother’s Guilt","Richard Chow discovered his younger brother’s taxi abandoned outside Carl Schurz Park, a 15-acre Manhattan oasis overlooking the East River. He began to panic.",https://www.nytimes.com/2019/12/23/nyregion/nyc-taxi-suicides.html
622,When Long Life Is Too Much: Suicide Rises Among Elderly,"Reversing a half-century trend, the suicide rate among elderly Americans steadily increased in the 1980's, according to Government records.",https://www.nytimes.com/1989/07/19/us/when-long-life-is-too-much-suicide-rises-among-elderly.html
623,THORN LORD CASE IS RULED SUICIDE; Jersey Democratic Chief Strangled With Cord,,https://www.nytimes.com/1965/06/18/archives/thorn-lord-case-is-ruled-suicide-jersey-democratic-chief-strangled.html
624,"Abbie Hoffman Committed Suicide Using Barbiturates, Autopsy Shows","Abbie Hoffman, the clown prince of radical protest whose life and death seemed a synonym for the 1960's, committed suicide with a huge dose of barbiturates, a Pennsylvania coroner ruled yesterday.",https://www.nytimes.com/1989/04/19/us/abbie-hoffman-committed-suicide-using-barbiturates-autopsy-shows.html
625,SCHOOLS TRY TO CURB RISE IN SUICIDES,"IN RAPIDLY increasing numbers, public schools",https://www.nytimes.com/1985/04/14/nyregion/schools-try-to-curb-rise-in-suicides.html
626,QUEENS PRISONER IS SUICIDE IN CELL,A 27‐year‐old prisoner who had been pronounced nonsulcidal by a psychiatrist hanged himself yesterday morning in his cell in the Queens House of Detention.,https://www.nytimes.com/1973/02/25/archives/queens-prisoner-is-suicide-in-cell.html
627,"CONNECTICUT OPINION;
THE WAY TO PREVENT TEEN-AGE SUICIDE: LISTEN","LEAD: A DEPRESSED 14-year-old girl, after telling her guidance counselor that she could not stop thinking about killing herself, sat in a psychologist's office, sobbing. ''Doctor, how would you feel if you can't ever please anyone,'' she said. ''All I seem to do is cause my parents disappointment. So I figured I'd do everyone a favor....Besides, it hurts too much when no one understands me and I feel all alone.",https://www.nytimes.com/1987/05/03/nyregion/connecticut-opinion-the-way-to-prevent-teenage-suicide-listen.html
628,WWE Scrambles After Double Murder-Suicide,"Following a grisly murder scene created by a former champion, World Wrestling Entertainment is trying mightily to cut ties with a deed that echoes a sport that stages brawls between feuding, well-built men. ",https://thelede.blogs.nytimes.com/2007/06/27/wwe-scrambles-after-double-murder-suicide/
629,"Concerns, Complaints and a Suicide Shake Chelsea F.C.","LONDON — Month after stressful month, the problems mounted inside Chelsea F.C.",https://www.nytimes.com/2022/06/29/sports/soccer/chelsea-workplace-suicide.html
630,Former City Official’s Blog Chronicled His Fall From Grace and Plans for Suicide,"After years of using his blog to settle scores with journalists, former fellow city officials and even his own father, Russell A. Harding began his final post with an unsettling mix of humility and humor. ",https://www.nytimes.com/2012/10/08/nyregion/russell-hardings-blog-chronicled-his-fall-from-grace-and-plans-for-suicide.html
631,"WOMAN LAWYER A SUICIDE; Miss Jennie White, 45, Leaps to Death--Had Been Mentally Ill",,https://www.nytimes.com/1940/06/11/archives/woman-lawyer-a-suicide-miss-jennie-white-45-leaps-to-deathhad-been.html
632,Short but Troubled Life Ended in Shooting and Suicide,"CLEVELAND, Oct. 11  After a short life of chaos and neglect, the teenager who opened fire on Wednesday against classmates and teachers in a downtown high school seemed to stand on a precipice between improving his life and throwing it all away.",https://www.nytimes.com/2007/10/12/us/12cleveland.html
633,QUEENS PRISONER IS SUICIDE IN CELL,A 27‐year‐old prisoner who had been pronounced nonsuicidal by a psychiatrist hanged himself yesterday morning in his cell in the Queens House of Detention.,https://www.nytimes.com/1973/02/25/archives/queens-prisoner-is-suicide-in-cell-man-awaiting-murder-trial-found.html
634,"In French Ex-Premier's Suicide, Cries of 'J'Accuse'","Pierre Beregovoy, until a month ago Prime Minister of France, apparently left no message when he shot himself on Saturday with a borrowed gun.",https://www.nytimes.com/1993/05/04/world/in-french-ex-premier-s-suicide-cries-of-j-accuse.html
635,NEEDED: A U.S. COMMISSION ON TEEN-AGE SUICIDE,"When the bright promise of a teenager's life is sacrificed by suicide, we are haunted by an unequaled sense of loss, tragedy and anger. There is no greater pain that a parent, family and community can suffer.",https://www.nytimes.com/1984/09/12/opinion/needed-a-us-commission-on-teen-age-suicide.html
636,"RIORDAN BANK IS SOUND, STATE OFFICIAL REPORTS AFTER FULL EXAMINATION; BRODERICK ENDS AUDIT Finds the County Trust Co. Is 'Worthy of Every Public Confidence.' SUICIDE LAID TO INSANITY Dr. Norris Says That Victim Was Temporarily Unbalanced After Great Depression. FUNERAL TO BE TOMORROW Mass to Be Said--Roosevelt and Lehman Are Among Many Callers at Home. Suicide Motive Undisclosed. Calls Cause a Mystery. Temporary Insanity, Says Norris. RIORDAN BANK SOUND BRODERICK REPORTS Mass to Be Said Tomorrow.",,https://www.nytimes.com/1929/11/11/archives/riordan-bank-is-sound-state-official-reports-after-full-examination.html
637,"Fighting Depression Since 12, She Has a Tailor-Made Job","The pain weighs heavily on her. It always has. “I was depressed from very, very young,” said Heather Eicholz, a case manager at a social service agency on Long Island. ",https://www.nytimes.com/2007/01/23/nyregion/23neediest.html
638,Romain Gary Said Death Was Not Tied to Ex-Wife,,https://www.nytimes.com/1980/12/04/archives/romain-gary-said-death-was-not-tied-to-exwife.html
639,Got Life Insurance Money By Threatening Suicide,,https://www.nytimes.com/1930/11/09/archives/got-life-insurance-money-by-threatening-suicide.html
640,U.S. VICE CONSUL A SUICIDE; Stout at Lisbon Suffered From Nervous Disorder,,https://www.nytimes.com/1939/06/03/archives/us-vice-consul-a-suicide-stout-at-lisbon-suffered-from-nervous.html
641,Serb Charged in Massacre Commits Suicide,"A Serb being tried for his role in a massacre of more than 200 people in Croatia in 1991 has committed suicide, the United Nations War Crimes Tribunal for the former Yugoslavia said today.",https://www.nytimes.com/1998/06/30/world/serb-charged-in-massacre-commits-suicide.html
642,N.Y.U. Sets Up a Hot Line After a Series of Suicides,"On the back of every New York University student's ID card is a number for a new emergency phone line. Callers reach Zoe Ragouzeos, a social worker; her assistant, Maureen Quinlan; or someone at LifeNet, a service of the Mental Health Association of New York City.",https://www.nytimes.com/2004/09/10/education/nyu-sets-up-a-hot-line-after-a-series-of-suicides.html
643,SCARES WORRY BERLIN.; Adverse Reports and Rumors from Outside Caused Depression.,,https://www.nytimes.com/1914/03/09/archives/scares-worry-berlin-adverse-reports-and-rumors-from-outside-caused.html
644,"TRIES SUICIDE ON CAPTURE; U-Boat Skipper 'Loses' to RAF, Is Caught by U.S. Navy",,https://www.nytimes.com/1944/04/19/archives/tries-suicide-on-capture-uboat-skipper-loses-to-raf-is-caught-by-us.html
645,Women's Suicides Reveal Rural China's Bitter Roots,"Wang Xuexia remembers vividly the cool May night when the minibus raced past newly planted fields of rice and corn and dropped her high school classmate at the emergency room, disheveled and semiconscious, exuding the sickly sweet odor of pesticide.",https://www.nytimes.com/1999/01/24/world/women-s-suicides-reveal-rural-china-s-bitter-roots.html
646,U.S. AND CANADA DENY SUICIDE IS LINKED TO SPY,The suicide of a Soviet woman in Toronto has set off a flurry of speculation here that she might have been the lover of the returning K.G.B. defector Vitaly Yurchenko.,https://www.nytimes.com/1985/11/08/world/us-and-canada-deny-suicide-is-linked-to-spy.html
647,"Suicide of a Veteran, Amid Pain and Fame","Tens of thousands of obituaries have been written for the men who fought and died in Vietnam. More will follow as veterans age and die. But some deaths seem larger than others, as if they could serve as obituaries for the war itself.",https://www.nytimes.com/1994/05/14/us/suicide-of-a-veteran-amid-pain-and-fame.html
648,COURT OVERTURNS BAN IN NEW YORK ON AIDED SUICIDES;U.S. COURT CLEARS WAY FOR DOCTORS IN NEW YORK TO AID IN SOME SUICIDES,"A Federal appeals court in Manhattan ruled yesterday that doctors in New York State could legally help terminally ill patients commit suicide in certain circumstances, striking down parts of a longstanding state ban on assisted suicide.",https://www.nytimes.com/1996/04/03/nyregion/court-overturns-ban-new-york-aided-suicides-us-court-clears-way-for-doctors-new.html
649,Woman's Suicide a Bizarre Note in Fraud Inquiry,"Two years ago, a young woman named Frances Burge was found dead in Greenwich, Conn., hanging by a rope from the deck of a luxurious house.",https://www.nytimes.com/1999/07/07/nyregion/woman-s-suicide-a-bizarre-note-in-fraud-inquiry.html
650,CORK PRISONERS VERY LOW.; Several Reported in Collapse--Inquiry Finds Fitzgerald a Suicide.,,https://www.nytimes.com/1920/10/20/archives/cork-prisoners-very-low-several-reported-in-collapseinquiry-finds.html
651,"An Arrest at St. Patrick’s, a Struggle for Help, Then a Suicide","Three weeks after Marc Lamparello was released early from Rikers Island jail because of concerns over the coronavirus, he drove his parents’ van to the George Washington Bridge and tried to climb over an 11-foot fence intended to prevent suicides. The police stopped him.",https://www.nytimes.com/2020/04/30/nyregion/marc-lamparello-suicide-st-patricks-arson.html
652,FAMILIES OF SUICIDE VICTIMS FIND HELP,"A DESPONDENT young mother of two deliberately plummets off the Tappan Zee Bridge. A disillusioned young man unable to readapt to his former style of life, hurls himself into the path of an oncoming train. Another man, married less than one year, is found dead in an Atlantic City casino-hotel, with his wrists slashed and his body suffused with drugs - leaving no doubt of his intent.",https://www.nytimes.com/1984/04/08/nyregion/families-of-suicide-victims-find-help.html
653,‘Buddy Check on 22!’ Veterans Use Social Media to Fight Suicide,"“Buddy check on 22! Where are my warriors?!” That was how E. Michael Davis, a former Army sergeant, greeted his Facebook friends one afternoon last month.",https://www.nytimes.com/2016/04/22/us/veterans-suicide-22-social.html
654,Excerpts From High Court's Decisions Affirming Laws on Suicide Aid,"Following are excerpts from the Supreme Court's unanimous decisions today in two cases, finding that bans on assisting suicide enacted by the States of Washington and New York do not violate the 14th Amendment. In both cases -- Washington v. Glucksberg, No. 96-110, and Vacco v. Quill, No. 95-1858 -- Chief Justice William H. Rehnquist wrote the majority opinion. There were several concurring opinions, including ones by Justices Sandra Day O'Connor, Stephen G. Breyer and David H. Souter.",https://www.nytimes.com/1997/06/27/us/excerpts-from-high-court-s-decisions-affirming-laws-on-suicide-aid.html
655,"In Japan Banker's Suicide, Hints of Debt Burden's Human Toll","The suicide of the new president of Nippon Credit Bank, which was saved from insolvency earlier this month by a group of investors led by the Softbank Corporation, has stunned Japan's banking industry. And it has underscored the human misery caused by the burden of bad debt that continues to vex the Japanese financial system.",https://www.nytimes.com/2000/09/22/business/international-business-japan-banker-s-suicide-hints-debt-burden-s-human-toll.html
656,PHONE CALL FOILS SUICIDE; Police Here Notified by California Man of Brother's Plan,,https://www.nytimes.com/1938/08/09/archives/phone-call-foils-suicide-police-here-notified-by-california-man-of.html
657,"SUICIDE IN NEW YORK'S SUBURBS THE LIFE AND DEATH OF JUSTIN, 14","At the age of 14, his musical tastes ran more toward Beethoven and Mozart than toward Michael Jackson and Boy George. He was proud that he had a better command of Shakespeare than had many of his junior high school classmates.",https://www.nytimes.com/1984/03/14/nyregion/suicide-in-new-york-s-suburbs-the-life-and-death-of-justin-14.html
658,Killer Who Escaped From Mental Hospital Commits Suicide After Recapture,"A mentally disturbed killer who escaped from a troubled New Jersey psychiatric hospital on Sunday and was captured hours later killed himself early yesterday, while he was supposed to be under the supervision of the hospital’s staff, state officials said.",https://www.nytimes.com/2007/12/11/nyregion/11psych.html
659,A TV Star’s Suicide Prompts a Blame Game in Britain,"LONDON — On Saturday night, news broke in Britain that Caroline Flack — the former host of “Love Island,” a wildly popular reality TV show — had killed herself.",https://www.nytimes.com/2020/02/17/arts/television/caroline-flack-suicide.html
660,New Book Reports 5 Suicide Attempts by Princess of Wales,"In one of the most serious blows to the prestige of the British royal family in years, the marriage of the heir to the throne, Prince Charles, and his wife, Diana, the Princess of Wales, was portrayed credibly this weekend as being on the rocks.",https://www.nytimes.com/1992/06/08/world/new-book-reports-5-suicide-attempts-by-princess-of-wales.html
661,E.R. visits following suspected suicide attempts rose among U.S. teen girls during the pandemic.,"Emergency room visits following suspected suicide attempts by teenage girls spiked in the first months of 2021, compared with rates in 2019, the Centers for Disease Control and Prevention reported on Friday. ",https://www.nytimes.com/2021/06/11/world/cdc-covid-suicide.html
662,N.F.L. Players Shaken by Duerson’s Suicide Message,"When the former football player Andre Waters shot himself in the head in late 2006, the few recoverable pieces of brain tissue, which later showed the same degenerative disease previously associated only with boxers, made the health risks of football a national conversation. ",https://www.nytimes.com/2011/02/21/sports/football/21duerson.html
663,Live Web suicide shows double-edged nature of Internet forums,"For a 19-year-old community college student in Pembroke Pines, Florida, the message boards on BodyBuilding.com were a place to post messages, at least 2,300 of them, including more than one about his suicidal impulses. In a post last year, he wrote that online forums had ""become like a family to me.""",https://www.nytimes.com/2008/11/25/world/americas/25iht-suicide.1.18129019.html
664,‘The Party’s Just Beginning’ Review: Loss and Love in Inverness,"The last time I saw Karen Gillan on a movie screen, in the blockbuster “Jumanji: Welcome to the Jungle,” she was playing a human incarnation of a video game character who was both bombshell and martial arts master. She also kicks up a storm in the opening minutes of “The Party’s Just Beginning,” albeit in a much more glum context. Freestyle-monologuing in a pub on what seems to be karaoke night, she energetically advertises herself as a potential cult leader while fellow drinkers profanely heckle her.",https://www.nytimes.com/2018/12/06/movies/the-partys-just-beginning-review.html
665,CORNELL SENIOR A SUICIDE; Student Had Been Depressed by Worry Over Class Work.,,https://www.nytimes.com/1936/01/21/archives/cornell-senior-a-suicide-student-had-been-depressed-by-worry-over.html
666,Student's Suicide Leads Czechs to Bout of Soul-Searching,"Nothing marked Zdenek Adamec's life so much as his leaving it. An introverted 18-year-old with straight A's and no friends, he led a remarkably unremarkable life.",https://www.nytimes.com/2003/03/12/world/student-s-suicide-leads-czechs-to-bout-of-soul-searching.html
667,Aaron Hernandez’s Brain Will Be Donated to C.T.E. Research Center,"BOSTON — Aaron Hernandez’s death was ruled a suicide on Thursday by Massachusetts officials, who also said that his brain would be released to an academic center that has researched the links between brain disease and football.",https://www.nytimes.com/2017/04/20/sports/football/aaron-hernandez-suicide-brain-cte.html
668,Assisted Suicide Study Questions Its Use for Mentally Ill,"A new study of doctor-assisted death for people with mental disorders raises questions about the practice, finding that in more than half of approved cases, people declined treatment that could have helped, and that many cited loneliness as an important reason for wanting to die. The study, of cases in the Netherlands, should raise concerns for other countries debating where to draw the line when it comes to people’s right to die, experts said.",https://www.nytimes.com/2016/02/11/health/assisted-suicide-mental-disorders.html
669,MANY RUNAWAYS FOUND TO HAVE TRIED SUICIDE,"A majority of homeless and runaway children living in emergency youth shelters in New York City appear to have significant psychiatric problems, with many having attempted suicide, according to a new study.",https://www.nytimes.com/1984/01/22/nyregion/many-runaways-found-to-have-tried-suicide.html
670,Owens Denies Suicide Attempt and Cites Reaction to Painkillers,"IRVING, Tex., Sept. 27 — Terrell Owens, the flamboyant and often controversial Dallas Cowboys wide receiver, strongly denied Wednesday that he tried to commit suicide and said that his overnight hospital stay was the result of a reaction to prescription painkillers.",https://www.nytimes.com/2006/09/28/learning/newssummaries/28owens.html
671,Who May Die? California Patients and Doctors Wrestle With Assisted Suicide,"LOS ANGELES — On Thursday, California became the fourth state in the country to put in effect a law allowing assisted suicide for the terminally ill, what has come to be known as aid in dying. Lawmakers here approved the legislation last year, after Brittany Maynard, a 29-year-old schoolteacher who had brain cancer, received international attention for her decision to move to Oregon, where terminally ill patients have been allowed to take drugs to die since 1997.",https://www.nytimes.com/2016/06/10/us/assisted-suicide-california-patients-and-doctors.html
672,Suicide Ends Long Night of Chaos Inside New Jersey Mall,A young man. A powerful weapon. And a crowded public space.,https://www.nytimes.com/2013/11/06/nyregion/mall-shooting-garden-state-plaza-paramus-new-jersey.html
673,"So Often a Survivor, Then a Suicide","It was around 6:50 P.M. on Sunday, Nov. 24, when John Cockrell discovered the body. Cockrell, a senior defensive back for the University of Cincinnati football team, had returned from dinner and had come up the back stairs of Dabney Hall, an athletic dormitory. He came through the door, turned down the white-tiled corridor to his room, No. 551, and then suddenly stopped. ""Andre!"" he shouted.",https://www.nytimes.com/1991/12/22/sports/college-football-so-often-a-survivor-then-a-suicide.html
674,Quiet Doctor Finds a Mission in Assisted Suicide Court Case,"More Marcus Welby than Jack Kevorkian, Dr. Timothy E. Quill treats bronchitis and acne, high blood pressure and diabetes, depression and sprained ankles. He cares for several generations of the same family and makes house calls.",https://www.nytimes.com/1997/01/02/nyregion/quiet-doctor-finds-a-mission-in-assisted-suicide-court-case.html
675,GETTING TO THE ROOT OF THE STARTLING RISE IN TEEN SUICIDE,"IT HAS been said that we get what we deserve, that we are the authors of our own acts. If some tragedy should befall us - a war, perhaps - then somehow we earned it.",https://www.nytimes.com/1986/07/20/nyregion/new-jersey-opinion-getting-to-the-root-of-the-startling-rise-in-teen-suicide.html
676,A Judge's Son Dies. In Four‐Story Leap In Apparent Suicide,"The 19‐year‐old son of a Civil Court judge killed himself yesterday afternoon, according to the police, who said the youth bolted from a couch where two friends had been trying to console him and dived through a closed fourth‐floor window of an East Side apartment.",https://www.nytimes.com/1974/03/10/archives/a-judges-son-dies-in-fourstory-leapinapparentsuicide.html
677,"Review: In ‘Anatomy of a Suicide,’ Pain in Triplicate","When I walked into Alice Birch’s “Anatomy of a Suicide” at the Atlantic Theater Company, a spell of springlike weather had snapped toward freezing. When I walked out again, the temperature hadn’t really budged. But the world felt even colder.",https://www.nytimes.com/2020/02/18/theater/anatomy-of-a-suicide-review.html
678,Move by U.S. on Suicide Law Draws Suit in Oregon,Richard L. Holmes does not want to die.,https://www.nytimes.com/2001/11/08/us/move-by-us-on-suicide-law-draws-suit-in-oregon.html
679,Turkish President Erdogan Dissuades Man From Jumping Off Bridge,"ISTANBUL — Turkey’s president has often been described as a rhetorical tactician and “man of the people” who excels at rebuttals and rejoinders when challenged by critics on almost any issue. But on Friday, the president, Recep Tayyip Erdogan, used his skills of verbal persuasion to save a despondent man as he sought to jump off the Bosporus Bridge here.",https://www.nytimes.com/2015/12/26/world/europe/turkish-president-erdogan-persuades-man-from-jumping-from-bridge.html
680,White House Role Faulted In Inquiry on Aide's Suicide,"In the days after the death of Vincent W. Foster Jr., the Deputy Counsel to the President, senior Justice Department officials complained bitterly that the White House was setting improper limits on the investigation into his suicide, threatening to ruin it, according to documents obtained by the Senate Whitewater committee.",https://www.nytimes.com/1995/07/21/us/white-house-role-faulted-in-inquiry-on-aide-s-suicide.html
681,Rikers Island Guards Charged With Misconduct in Teen’s Suicide Attempt,"For nearly eight minutes, more than a half dozen New York City Department of Correction officers stood by as an 18-year-old detainee named Nicholas Feliciano tried to hang himself in a Rikers Island jail cell, not intervening even when he flailed his arms and then went still.",https://www.nytimes.com/2022/07/25/nyregion/rikers-guards-charged-hanging.html
682,Assisted suicide: A heartfelt appeal for a graceful exit,"After reading the Personal Health column on Nov. 27 on preventing geriatric suicide, Gloria Phares, a 93-year-old retired teacher in Missouri, wrote:",https://www.nytimes.com/2008/02/06/health/06iht-05brod.9793353.html
683,"IRA BIRD,69, DIES; IN TIMES 22 YEARS; Retired Copy Editor's Body Found--Case Listed as an Apparent Suicide",,https://www.nytimes.com/1957/10/21/archives/ira-bird69-dies-in-times-22-years-retired-copy-editors-body.html
684,Court Is Told Of Suicide Try As Ex-Archer Aide Is Absent,"Mark E. Whitacre, the former executive with the Archer Daniels Midland Company whose work as a Government informant helped crack a huge price-fixing cartel, tried to kill himself today, hours before he was scheduled to be sentenced here on charges of stealing millions of dollars from the grain giant, his lawyer said.",https://www.nytimes.com/1998/02/27/business/court-is-told-of-suicide-try-as-ex-archer-aide-is-absent.html
685,U.S. Suicides Declined Over All in 2020 but May Have Risen Among People of Color,"Ever since the pandemic started, mental health experts have worried that grief, financial strain and social isolation may take an unbearable toll on American psyches. Some warned that the coronavirus had created the “perfect storm” for a rise in suicides.",https://www.nytimes.com/2021/04/15/health/coronavirus-suicide-cdc.html
